loccode,x,y,prek_type,name,address,borough,zip,phone
Z015,979937,196397,DOE,Pre - K Center At 2 - 26 Washington St.,2 - 26 Washington St,M,10004,212-637-8000
Z016,1015126,208814,DOE,Pre - K Center At 46 - 16 76th Street,46 - 16 76th St,Q,11373,212-637-8000
Z017,1042225,196805,DOE,Pre - K Center At 168 - 42 Jamaica Avenue,168 - 42 Jamaica Ave,Q,11432,212-637-8000
Z018,1039192,196355,DOE,Pre - K Center At 89 - 14 Parsons Blvd,89 - 14 Parsons Blvd,Q,11432,718-557-8760
Z019,1034164,195085,DOE,Pre - K Center At 132 - 10 Jamaica Avenue,132 - 10 Jamaica Ave,Q,11418,212-637-8000
Z020,1057653,199787,DOE,Pre - K Center At 100 - 01 Springfield Boulevard,100 - 01 Springfield Blvd,Q,11429,212-637-8000
Z021,1019209,219164,DOE,Pre - K Center At 96 - 10 23rd Avenue,96 - 10 23rd Ave,Q,11369,212-637-8000
Z022,1018342,209976,DOE,Pre - K Center At 44 - 15 Judge Street,44 - 15 Judge St,Q,11373,212-637-8000
Z023,1016453,194886,DOE,Pre - K Center At 68 - 20 Myrtle Avenue,68 - 20 Myrtle Ave,Q,11385,212-637-8000
Z024,1032134,197821,DOE,Pre - K Center At 83 - 30 Kew Gardens Road,83 - 30 Kew Gdns Rd,Q,11415,212-637-8000
Z025,944667,167010,DOE,Pre - K Center At 1625 Forest Avenue,1625 Frst Ave,R,10302,212-637-8000
Z026,934417,159841,DOE,Pre - K Center At 1 Teleport Drive,1 Teleport Dr,R,10314,212-637-8000
Z027,962771,173642,DOE,Pre - K Center At 120 Stuyvesant Place,120 Stuyvesant Pl,R,10301,212-637-8000
Z028,1004715,232921,DOE,Pre - K Center At 80 Bruckner Boulevard,80 Bruckner Blvd,X,10454,212-637-8000
Z029,1010311,235124,DOE,Pre - K Center At 535 Union Avenue,535 Un Ave,X,10455,212-637-8000
Z031,991927,210500,DOE,Pre - K Center At P.S. 281 The River School,425 East 35th St,M,10016,212-637-8000
Z032,985452,216762,DOE,Pre - K Center At P.S. 051 Elias Howe,525 West 44 St,M,10036,212-637-8000
Z033,985555,208518,DOE,Pre - K Center At Ps340 Sixth Avenue Elementary School,590 Sixth Ave,M,10011,212-637-8000
Z034,983653,197502,DOE,Pre - K Center At P.S. 343 The Peck Slip School,1 Peck Slip,M,10038,212-637-8000
Z037,1022042,250529,DOE,Pre - K Center At P.S. 357 Young Voices Academy Of The Bronx,800 Lydig Ave,X,10462,212-637-8000
Z038,1021544,246676,DOE,Pre - K Center At 1684 White Plains Road,1684 White Plns Rd,X,10462,212-637-8000
Z039,1024604,267771,DOE,Pre - K Center At 4520 Matilda Avenue,4520 Matilda Ave,X,10470,212-637-8000
Z040,981861,176320,DOE,Pre - K Center At P.S. 516 Sunset Park Avenues ES,4222 4th Ave,K,11232,212-637-8000
Z041,991647,175280,DOE,Pre - K Center At 701 Caton Avenue,701 Caton Ave,K,11218,212-637-8000
Z042,987635,183726,DOE,Pre - K Center At P.S. 118 The Maurice Sendak School,211 8th St,K,11215,212-637-8000
Z044,983772,164622,DOE,Pre - K Center At 7301 15th Avenue,7301 15th Ave,K,11228,212-637-8000
Z046,1019851,198603,DOE,Pre - K Center At P.S. 087 Middle Village,67 - 54 80 St,Q,11379,212-637-8000
Z047,1007637,196957,DOE,Pre - K Center At 360 Seneca Avenue,360 Seneca Ave,Q,11385,212-637-8000
Z051,1042285,192115,DOE,Pre - K Center At P.S. 040 Samuel Huntington,109 - 20 Un Hall St,Q,11433,212-637-8000
Z055,1005664,219240,DOE,Pre - K Center At P.S. 017 Henry David Thoreau,28 - 37 29 St,Q,11102,212-637-8000
Z056,1008066,216884,DOE,Pre - K Center At P.S. 070 Queens,30 - 45 42 St,Q,11103,212-637-8000
Z058,996612,211498,DOE,Pre - K Center At 46 - 08 5th Street,46 - 08 5th St,Q,11101,212-637-8000
Z059,1019717,216831,DOE,Pre - K Center At P.S. 329 East Elmhurst Community School,26 - 25 97th St,Q,11369,212-637-8000
Z060,959004,158872,DOE,Pre - K Center At P.S. 9 Naples Street Elementary School,1055 Targee St,R,10304,212-637-8000
Z063,999074,164551,DOE,Pre - K Center At 1340 East 29th Street,1340 East 29th St,K,11232,212-637-8000
Z064,1000492,170333,DOE,Pre - K Center At 3610 Glenwood Road,3610 Glenwood Rd,K,11218,212-637-8000
Z065,982673,199218,DOE,Pre - K Center At 52 Chambers Street,52 Chambers St,M,10007,212-637-8000
Z066,1005417,246614,DOE,Pre - K Center At 1434 Ogden Avenue,1434 Ogden Ave,X,10452,212-637-8000
Z067,981193,163156,DOE,Pre - K Center At 1355 84th Street,1355 84th St,K,11228,718-621-8510
Z070,1005951,215719,NYCEEC,Pre - K Center At 3252 37th Street,3252 37 St,Q,11103,929-424-4760
Z072,977144,165850,DOE,Pre - K Center At 8501 5th Avenue,8501 5th Ave,K,11209,718-439-2960
Z073,979897,167343,NYCEEC,Pre - K Center At 7415 Ft. Hamilton Parkway,7415 Ft Hamilton Pkwy,K,11228,718-333-5745
Z074,978001,174150,DOE,Pre - K Center At 140 58th Street,140 58th St,K,11220,718-439-2200
Z075,981971,161531,DOE,Pre - K Center At 21 Bay 11th Street,21 Bay 11th St,K,11214,212-637-8000
Z076,984606,180147,DOE,Pre - K Center At 173 - 177 25th Street,173 - 177 25th St,K,11232,718-686-2282
Z077,993033,155357,NYCEEC,Pre - K Center At 385 Avenue W,385 Ave W,K,11223,347-492-6782
Z078,1016352,195636,DOE,Pre - K Center At P.S. 091 Richard Arkwright,68 - 10 Central Ave,Q,11385,212-637-8000
Z079,1021281,210921,DOE,Pre - K Center At P.S. 315,43 - 18 97th Pl,Q,11101,212-637-8000
Z080,1005977,207767,DOE,Pre - K Center At 50 - 15 44th Street,50 - 15 44th St,Q,11104,212-637-8000
Z081,1005705,209529,DOE,Pre - K Center At P.S. 343 The Children's Lab School,45 - 45 42 St,Q,11104,212-637-8000
Z084,1042504,185076,DOE,Pre - K Center At P.S. 223 Lyndon B Johnson,125 - 20 Sutphin Blvd,Q,11434,212-637-8000
Z085,1000473,216462,DOE,Pre - K Center At P.S. 076 William Hallet,36 - 36 10 St,Q,11106,212-637-8000
Z087,1013841,253070,NYCEEC,Pre - K Center At 2512 Marion Avenue,2512 Marion Ave,X,10458,917-473-7623
Z088,1010827,203395,NYCEEC,Pre - K Center At 56 - 01 61st Street,56 - 01 61 St,Q,11378,929-424-4620
